model,prompt_type,split,image_path,instance_id,category,challenge,iou,boundary_f1,predicted_iou,elapsed_s,fps,device
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,147,metal_part,dynamic_scene;reflective_metal;partial_occlusion,0.9700408533817522,1.0,0.9484847784042358,0.0567787555604203,17.61222115789178,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,148,glass_object,dynamic_scene;transparent_glass;partial_occlusion,0.698076923076923,0.4652590358257924,0.21155522763729095,0.057000869555243604,17.54359201539599,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,149,plastic_object,dynamic_scene;partial_occlusion,0.9751254180602007,1.0,0.9839004278182983,0.05735063255754843,17.436599308587418,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,150,plastic_object,dynamic_scene;partial_occlusion,0.8981871452114997,0.8538009610498444,0.9700010418891907,0.05686584155531212,17.58524929288741,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,151,connector,dynamic_scene;partial_occlusion;small_parts,0.9726261762189906,1.0,0.9637073278427124,0.056777239556443725,17.61269142022789,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,152,box,dynamic_scene;partial_occlusion,0.9529932908997075,0.7907272376610157,0.7880789041519165,0.05675473655477011,17.619674774368274,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,153,robot_gripper,dynamic_scene;partial_occlusion,0.9101998686309468,0.8798516860221072,0.9345375299453735,0.05709246855743307,17.51544512380007,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,154,robot_gripper,dynamic_scene;partial_occlusion,0.6571072319201995,0.6813289658399626,0.8602458238601685,0.057042896555988896,17.530666575083146,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000014.png,155,robot_gripper,dynamic_scene;partial_occlusion,0.6206050695012265,0.7285714285714285,0.9058144092559814,0.05703409155588209,17.533372983072738,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000015.png,158,box,reflective_metal,0.9707213202022891,0.8959081119885139,0.6699013113975525,0.06300541450309538,15.871651791940376,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000015.png,159,connector,reflective_metal;small_parts,0.9083904109589042,0.9561665815768362,0.970133900642395,0.06318161350191076,15.827389402927446,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000015.png,160,tool,reflective_metal,0.5506435366536094,0.5915127955944283,0.8684999942779541,0.0628154984979119,15.919638049728153,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000015.png,161,tool,reflective_metal,0.8686208991494532,0.8568257491675915,0.9142484664916992,0.06286842949612037,15.906234782939986,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000015.png,162,tool,reflective_metal,0.8882142857142857,0.8695290948625579,0.657806396484375,0.0629645504986911,15.881952496759077,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000015.png,163,metal_part,reflective_metal,0.9665674534505434,0.8433734939759037,0.9062950611114502,0.06304105350409372,15.862679070473696,cuda
